dataset,repeat,approach,penalty,alpha,lambda,C,solver,max_iter,tol,error,max_iter_single,time_sec,iters_single,iters_double,roc_auc,pr_auc,logloss
gaussian,0,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,0.0001,,1000.0,0.08414723607711494,,,1.0,1.0,3.9041588082156545e-08
gaussian,0,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,0.0001,,2000.0,0.06816556502599269,17.0,1.0,1.0,1.0,3.8930091904893706e-08
gaussian,0,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,0.0001,,2000.0,0.1236546830041334,,,1.0,1.0,3.8930088028669015e-08
gaussian,0,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,0.0001,,2000.0,0.08364257391076535,,,1.0,1.0,3.9041588082156545e-08
gaussian,0,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,0.0001,,3000.0,0.08668882900383323,17.0,1.0,1.0,1.0,3.8930091904893706e-08
gaussian,0,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,0.0001,,3000.0,0.14257641090080142,,,1.0,1.0,3.8930088028669015e-08
gaussian,0,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,0.0001,,3000.0,0.09115180699154735,,,1.0,1.0,3.9041588082156545e-08
gaussian,0,ERROR,l2,0.0,1e-08,,lbfgs,3000,1e-06,Option 'optim iteration limit': value out-of-bounds,,,,,,,
gaussian,0,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,1e-06,,50.0,0.08335674193222076,17.0,7.0,1.0,1.0,1.859787175629327e-09
gaussian,0,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,1e-06,,50.0,0.11773214605636895,,,1.0,1.0,1.8597871081720992e-09
gaussian,0,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,1e-06,,50.0,0.14689337403979152,,,1.0,1.0,4.2265138175764954e-10
gaussian,0,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,1e-06,,100.0,0.04721141001209617,17.0,7.0,1.0,1.0,1.859787175629327e-09
gaussian,0,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,1e-06,,100.0,0.07374490599613637,,,1.0,1.0,1.8597871081720992e-09
gaussian,0,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,1e-06,,100.0,0.10493584303185344,,,1.0,1.0,4.2265138175764954e-10
gaussian,0,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,1e-06,,200.0,0.04536504507996142,17.0,7.0,1.0,1.0,1.859787175629327e-09
gaussian,0,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,1e-06,,200.0,0.09753362997435033,,,1.0,1.0,1.8597871081720992e-09
gaussian,0,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,1e-06,,200.0,0.10833921493031085,,,1.0,1.0,4.2265138175764954e-10
gaussian,0,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,1e-06,,500.0,0.08711221301928163,17.0,7.0,1.0,1.0,1.859787175629327e-09
gaussian,0,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,1e-06,,500.0,0.0739812400424853,,,1.0,1.0,1.8597871081720992e-09
gaussian,0,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,1e-06,,500.0,0.07992657495196909,,,1.0,1.0,4.2265138175764954e-10
gaussian,0,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,1e-06,,800.0,0.08796028606593609,17.0,7.0,1.0,1.0,1.859787175629327e-09
gaussian,0,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,1e-06,,800.0,0.08587307995185256,,,1.0,1.0,1.8597871081720992e-09
gaussian,0,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,1e-06,,800.0,0.1904751609545201,,,1.0,1.0,4.2265138175764954e-10
gaussian,0,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,1e-06,,1000.0,0.12198306294158101,17.0,7.0,1.0,1.0,1.859787175629327e-09
gaussian,0,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,1e-06,,1000.0,0.0758369161048904,,,1.0,1.0,1.8597871081720992e-09
gaussian,0,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,1e-06,,1000.0,0.07839387899730355,,,1.0,1.0,4.2265138175764954e-10
gaussian,0,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,1e-06,,2000.0,0.0831132719758898,17.0,7.0,1.0,1.0,1.859787175629327e-09
gaussian,0,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,1e-06,,2000.0,0.15760297095403075,,,1.0,1.0,1.8597871081720992e-09
gaussian,0,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,1e-06,,2000.0,0.1242638360708952,,,1.0,1.0,4.2265138175764954e-10
gaussian,0,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,1e-06,,3000.0,0.06311438896227628,17.0,7.0,1.0,1.0,1.859787175629327e-09
gaussian,0,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,1e-06,,3000.0,0.13394995697308332,,,1.0,1.0,1.8597871081720992e-09
gaussian,0,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,1e-06,,3000.0,0.12223240302409977,,,1.0,1.0,4.2265138175764954e-10
gaussian,0,ERROR,l2,0.0,1e-08,,lbfgs,3000,1e-08,Option 'optim iteration limit': value out-of-bounds,,,,,,,
gaussian,0,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,1e-08,,50.0,0.10258553607854992,17.0,12.0,1.0,1.0,1.428511266215517e-10
gaussian,0,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,1e-08,,50.0,0.12303444393910468,,,1.0,1.0,1.7258814057365412e-11
gaussian,0,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,1e-08,,50.0,0.09068770904559642,,,1.0,1.0,4.2265138175764954e-10
gaussian,0,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,1e-08,,100.0,0.1200102959992364,17.0,12.0,1.0,1.0,1.428511266215517e-10
gaussian,0,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,1e-08,,100.0,0.16623795591294765,,,1.0,1.0,1.7258814057365412e-11
gaussian,0,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,1e-08,,100.0,0.15003458701539785,,,1.0,1.0,4.2265138175764954e-10
gaussian,0,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,1e-08,,200.0,0.09686563909053802,17.0,12.0,1.0,1.0,1.428511266215517e-10
gaussian,0,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,1e-08,,200.0,0.1558586349710822,,,1.0,1.0,1.7258814057365412e-11
gaussian,0,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,1e-08,,200.0,0.10168302000965923,,,1.0,1.0,4.2265138175764954e-10
gaussian,0,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,1e-08,,500.0,0.09137194906361401,17.0,12.0,1.0,1.0,1.428511266215517e-10
gaussian,0,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,1e-08,,500.0,0.12693224602844566,,,1.0,1.0,1.7258814057365412e-11
gaussian,0,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,1e-08,,500.0,0.09278787591028959,,,1.0,1.0,4.2265138175764954e-10
gaussian,0,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,1e-08,,800.0,0.09520204702857882,17.0,12.0,1.0,1.0,1.428511266215517e-10
gaussian,0,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,1e-08,,800.0,0.16952947503887117,,,1.0,1.0,1.7258814057365412e-11
gaussian,0,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,1e-08,,800.0,0.13614052697084844,,,1.0,1.0,4.2265138175764954e-10
gaussian,0,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,1e-08,,1000.0,0.0974594809813425,17.0,12.0,1.0,1.0,1.428511266215517e-10
gaussian,0,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,1e-08,,1000.0,0.2927253949455917,,,1.0,1.0,1.7258814057365412e-11
gaussian,0,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,1e-08,,1000.0,0.14450321590993553,,,1.0,1.0,4.2265138175764954e-10
gaussian,0,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,1e-08,,2000.0,0.11646861606277525,17.0,12.0,1.0,1.0,1.428511266215517e-10
gaussian,0,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,1e-08,,2000.0,0.1957464360166341,,,1.0,1.0,1.7258814057365412e-11
gaussian,0,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,1e-08,,2000.0,0.1427993270335719,,,1.0,1.0,4.2265138175764954e-10
gaussian,0,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,1e-08,,3000.0,0.09777354402467608,17.0,12.0,1.0,1.0,1.428511266215517e-10
gaussian,0,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,1e-08,,3000.0,0.1781929408898577,,,1.0,1.0,1.7258814057365412e-11
gaussian,0,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,1e-08,,3000.0,0.13158425607252866,,,1.0,1.0,4.2265138175764954e-10
gaussian,1,ERROR,l2,0.0,0.01,,lbfgs,3000,0.01,Option 'optim iteration limit': value out-of-bounds,,,,,,,
gaussian,1,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,0.01,,50.0,0.09462625999003649,13.0,0.0,1.0,1.0,1.0249649012751075e-05
gaussian,1,multistage-IR,l2,0.0,0.01,,lbfgs,3000,0.01,,50.0,0.03594430803786963,,,1.0,1.0,1.0249649012751075e-05
gaussian,1,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,0.01,,50.0,0.021007818053476512,,,1.0,1.0,1.0249649012751075e-05
gaussian,1,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,0.01,,100.0,0.06482218496967107,13.0,0.0,1.0,1.0,1.0249649012751075e-05
gaussian,1,multistage-IR,l2,0.0,0.01,,lbfgs,3000,0.01,,100.0,0.07484025799203664,,,1.0,1.0,1.0249649012751075e-05
gaussian,1,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,0.01,,100.0,0.021337061072699726,,,1.0,1.0,1.0249649012751075e-05
gaussian,1,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,0.01,,200.0,0.03839223110117018,13.0,0.0,1.0,1.0,1.0249649012751075e-05
gaussian,1,multistage-IR,l2,0.0,0.01,,lbfgs,3000,0.01,,200.0,0.036810738034546375,,,1.0,1.0,1.0249649012751075e-05
gaussian,1,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,0.01,,200.0,0.021826797048561275,,,1.0,1.0,1.0249649012751075e-05
gaussian,1,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,0.01,,500.0,0.06214211299084127,13.0,0.0,1.0,1.0,1.0249649012751075e-05
gaussian,1,multistage-IR,l2,0.0,0.01,,lbfgs,3000,0.01,,500.0,0.047009533969685435,,,1.0,1.0,1.0249649012751075e-05
gaussian,1,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,0.01,,500.0,0.02198762004263699,,,1.0,1.0,1.0249649012751075e-05
gaussian,1,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,0.01,,800.0,0.03734301892109215,13.0,0.0,1.0,1.0,1.0249649012751075e-05
gaussian,1,multistage-IR,l2,0.0,0.01,,lbfgs,3000,0.01,,800.0,0.04003336699679494,,,1.0,1.0,1.0249649012751075e-05
gaussian,1,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,0.01,,800.0,0.042036954895593226,,,1.0,1.0,1.0249649012751075e-05
gaussian,1,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,0.01,,1000.0,0.05960607703309506,13.0,0.0,1.0,1.0,1.0249649012751075e-05
gaussian,1,multistage-IR,l2,0.0,0.01,,lbfgs,3000,0.01,,1000.0,0.10114476003218442,,,1.0,1.0,1.0249649012751075e-05
gaussian,1,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,0.01,,1000.0,0.056629840983077884,,,1.0,1.0,1.0249649012751075e-05
gaussian,1,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,0.01,,2000.0,0.12659295101184398,13.0,0.0,1.0,1.0,1.0249649012751075e-05
gaussian,1,multistage-IR,l2,0.0,0.01,,lbfgs,3000,0.01,,2000.0,0.03693379391916096,,,1.0,1.0,1.0249649012751075e-05
gaussian,1,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,0.01,,2000.0,0.021117378026247025,,,1.0,1.0,1.0249649012751075e-05
gaussian,1,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,0.01,,3000.0,0.04106431105174124,13.0,0.0,1.0,1.0,1.0249649012751075e-05
gaussian,1,multistage-IR,l2,0.0,0.01,,lbfgs,3000,0.01,,3000.0,0.0810462860390544,,,1.0,1.0,1.0249649012751075e-05
gaussian,1,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,0.01,,3000.0,0.08043501793872565,,,1.0,1.0,1.0249649012751075e-05
gaussian,1,ERROR,l2,0.0,0.01,,lbfgs,3000,0.0001,Option 'optim iteration limit': value out-of-bounds,,,,,,,
gaussian,1,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,0.0001,,50.0,0.08339364000130445,15.0,5.0,1.0,1.0,4.902840320683443e-06
gaussian,1,multistage-IR,l2,0.0,0.01,,lbfgs,3000,0.0001,,50.0,0.1069913461105898,,,1.0,1.0,4.902840430068818e-06
gaussian,1,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,0.0001,,50.0,0.1576815559528768,,,1.0,1.0,4.896885608268226e-06
gaussian,1,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,0.0001,,100.0,0.09681599901523441,15.0,5.0,1.0,1.0,4.902840320683443e-06
gaussian,1,multistage-IR,l2,0.0,0.01,,lbfgs,3000,0.0001,,100.0,0.0689484040485695,,,1.0,1.0,4.902840430068818e-06
gaussian,1,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,0.0001,,100.0,0.12430193996988237,,,1.0,1.0,4.896885608268226e-06
gaussian,1,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,0.0001,,200.0,0.07032777403946966,15.0,5.0,1.0,1.0,4.902840320683443e-06
gaussian,1,multistage-IR,l2,0.0,0.01,,lbfgs,3000,0.0001,,200.0,0.058816823991946876,,,1.0,1.0,4.902840430068818e-06
gaussian,1,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,0.0001,,200.0,0.11580374999903142,,,1.0,1.0,4.896885608268226e-06
gaussian,1,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,0.0001,,500.0,0.0425096380058676,15.0,5.0,1.0,1.0,4.902840320683443e-06
gaussian,1,multistage-IR,l2,0.0,0.01,,lbfgs,3000,0.0001,,500.0,0.059221227071247995,,,1.0,1.0,4.902840430068818e-06
gaussian,1,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,0.0001,,500.0,0.09606682695448399,,,1.0,1.0,4.896885608268226e-06
gaussian,1,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,0.0001,,800.0,0.04283724399283528,15.0,5.0,1.0,1.0,4.902840320683443e-06
gaussian,1,multistage-IR,l2,0.0,0.01,,lbfgs,3000,0.0001,,800.0,0.056699161999858916,,,1.0,1.0,4.902840430068818e-06
gaussian,1,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,0.0001,,800.0,0.08427451690658927,,,1.0,1.0,4.896885608268226e-06
gaussian,1,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,0.0001,,1000.0,0.042491363012231886,15.0,5.0,1.0,1.0,4.902840320683443e-06
gaussian,1,multistage-IR,l2,0.0,0.01,,lbfgs,3000,0.0001,,1000.0,0.05912763497326523,,,1.0,1.0,4.902840430068818e-06
gaussian,1,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,0.0001,,1000.0,0.16649720293935388,,,1.0,1.0,4.896885608268226e-06
gaussian,1,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,0.0001,,2000.0,0.10214058903511614,15.0,5.0,1.0,1.0,4.902840320683443e-06
gaussian,1,multistage-IR,l2,0.0,0.01,,lbfgs,3000,0.0001,,2000.0,0.1122852050466463,,,1.0,1.0,4.902840430068818e-06
gaussian,1,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,0.0001,,2000.0,0.1603987510316074,,,1.0,1.0,4.896885608268226e-06
gaussian,1,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,0.0001,,3000.0,0.1294622509740293,15.0,5.0,1.0,1.0,4.902840320683443e-06
gaussian,1,multistage-IR,l2,0.0,0.01,,lbfgs,3000,0.0001,,3000.0,0.1297537520295009,,,1.0,1.0,4.902840430068818e-06
gaussian,1,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,0.0001,,3000.0,0.1854006330249831,,,1.0,1.0,4.896885608268226e-06
gaussian,1,ERROR,l2,0.0,0.01,,lbfgs,3000,1e-06,Option 'optim iteration limit': value out-of-bounds,,,,,,,
gaussian,1,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,1e-06,,50.0,0.15373233100399375,15.0,7.0,1.0,1.0,4.879598781394675e-06
gaussian,1,multistage-IR,l2,0.0,0.01,,lbfgs,3000,1e-06,,50.0,0.21478943096008152,,,1.0,1.0,4.873116973401775e-06
gaussian,1,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,1e-06,,50.0,0.25980703707318753,,,1.0,1.0,4.869406335915987e-06
gaussian,1,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,1e-06,,100.0,0.04643099498935044,15.0,7.0,1.0,1.0,4.879598781394675e-06
gaussian,1,multistage-IR,l2,0.0,0.01,,lbfgs,3000,1e-06,,100.0,0.20080795895773917,,,1.0,1.0,4.873116973401775e-06
gaussian,1,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,1e-06,,100.0,0.2028892720118165,,,1.0,1.0,4.869406335915987e-06
gaussian,1,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,1e-06,,200.0,0.055425091995857656,15.0,7.0,1.0,1.0,4.879598781394675e-06
gaussian,1,multistage-IR,l2,0.0,0.01,,lbfgs,3000,1e-06,,200.0,0.20290527492761612,,,1.0,1.0,4.873116973401775e-06
gaussian,1,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,1e-06,,200.0,0.20700987905729562,,,1.0,1.0,4.869406335915987e-06
gaussian,1,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,1e-06,,500.0,0.045642142998985946,15.0,7.0,1.0,1.0,4.879598781394675e-06
gaussian,1,multistage-IR,l2,0.0,0.01,,lbfgs,3000,1e-06,,500.0,0.208504578913562,,,1.0,1.0,4.873116973401775e-06
gaussian,1,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,1e-06,,500.0,0.22136813297402114,,,1.0,1.0,4.869406335915987e-06
gaussian,1,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,1e-06,,800.0,0.04608622600790113,15.0,7.0,1.0,1.0,4.879598781394675e-06
gaussian,1,multistage-IR,l2,0.0,0.01,,lbfgs,3000,1e-06,,800.0,0.18289699498564005,,,1.0,1.0,4.873116973401775e-06
gaussian,1,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,1e-06,,800.0,0.21924286300782114,,,1.0,1.0,4.869406335915987e-06
gaussian,1,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,1e-06,,1000.0,0.08524890698026866,15.0,7.0,1.0,1.0,4.879598781394675e-06
gaussian,1,multistage-IR,l2,0.0,0.01,,lbfgs,3000,1e-06,,1000.0,0.2156240550102666,,,1.0,1.0,4.873116973401775e-06
gaussian,1,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,1e-06,,1000.0,0.20529904507566243,,,1.0,1.0,4.869406335915987e-06
gaussian,1,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,1e-06,,2000.0,0.11380615294910967,15.0,7.0,1.0,1.0,4.879598781394675e-06
gaussian,1,multistage-IR,l2,0.0,0.01,,lbfgs,3000,1e-06,,2000.0,0.3165543060749769,,,1.0,1.0,4.873116973401775e-06
gaussian,1,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,1e-06,,2000.0,0.24266287893988192,,,1.0,1.0,4.869406335915987e-06
gaussian,1,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,1e-06,,3000.0,0.08793826994951814,15.0,7.0,1.0,1.0,4.879598781394675e-06
gaussian,1,multistage-IR,l2,0.0,0.01,,lbfgs,3000,1e-06,,3000.0,0.25202753697521985,,,1.0,1.0,4.873116973401775e-06
gaussian,1,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,1e-06,,3000.0,0.24488473404198885,,,1.0,1.0,4.869406335915987e-06
gaussian,1,ERROR,l2,0.0,0.01,,lbfgs,3000,1e-08,Option 'optim iteration limit': value out-of-bounds,,,,,,,
gaussian,1,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,1e-08,,50.0,0.07496854499913752,15.0,7.0,1.0,1.0,4.879598781394675e-06
gaussian,1,multistage-IR,l2,0.0,0.01,,lbfgs,3000,1e-08,,50.0,0.20770913001615554,,,1.0,1.0,4.873116973401775e-06
gaussian,1,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,1e-08,,50.0,0.6156752599636093,,,1.0,1.0,4.869004045708715e-06
gaussian,1,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,1e-08,,100.0,0.044868072029203176,15.0,7.0,1.0,1.0,4.879598781394675e-06
gaussian,1,multistage-IR,l2,0.0,0.01,,lbfgs,3000,1e-08,,100.0,0.17167251103091985,,,1.0,1.0,4.873116973401775e-06
gaussian,1,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,1e-08,,100.0,0.5256787349935621,,,1.0,1.0,4.869004045708715e-06
gaussian,1,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,1e-08,,200.0,0.04514500196091831,15.0,7.0,1.0,1.0,4.879598781394675e-06
gaussian,1,multistage-IR,l2,0.0,0.01,,lbfgs,3000,1e-08,,200.0,0.17414096696302295,,,1.0,1.0,4.873116973401775e-06
gaussian,1,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,1e-08,,200.0,0.5310163439717144,,,1.0,1.0,4.869004045708715e-06
gaussian,1,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,1e-08,,500.0,0.04494563501793891,15.0,7.0,1.0,1.0,4.879598781394675e-06
gaussian,1,multistage-IR,l2,0.0,0.01,,lbfgs,3000,1e-08,,500.0,0.1684309709817171,,,1.0,1.0,4.873116973401775e-06
gaussian,1,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,1e-08,,500.0,0.5206145719857886,,,1.0,1.0,4.869004045708715e-06
gaussian,1,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,1e-08,,800.0,0.044556170934811234,15.0,7.0,1.0,1.0,4.879598781394675e-06
gaussian,1,multistage-IR,l2,0.0,0.01,,lbfgs,3000,1e-08,,800.0,0.17308771703392267,,,1.0,1.0,4.873116973401775e-06
gaussian,1,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,1e-08,,800.0,0.5928862269502133,,,1.0,1.0,4.869004045708715e-06
gaussian,1,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,1e-08,,1000.0,0.04484412993770093,15.0,7.0,1.0,1.0,4.879598781394675e-06
gaussian,1,multistage-IR,l2,0.0,0.01,,lbfgs,3000,1e-08,,1000.0,0.16974308609496802,,,1.0,1.0,4.873116973401775e-06
gaussian,1,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,1e-08,,1000.0,0.5240503919776529,,,1.0,1.0,4.869004045708715e-06
gaussian,1,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,1e-08,,2000.0,0.04409676103387028,15.0,7.0,1.0,1.0,4.879598781394675e-06
gaussian,1,multistage-IR,l2,0.0,0.01,,lbfgs,3000,1e-08,,2000.0,0.3642205720534548,,,1.0,1.0,4.873116973401775e-06
gaussian,1,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,1e-08,,2000.0,0.6009115059860051,,,1.0,1.0,4.869004045708715e-06
gaussian,1,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,1e-08,,3000.0,0.04498987703118473,15.0,7.0,1.0,1.0,4.879598781394675e-06
gaussian,1,multistage-IR,l2,0.0,0.01,,lbfgs,3000,1e-08,,3000.0,0.24959209002554417,,,1.0,1.0,4.873116973401775e-06
gaussian,1,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,1e-08,,3000.0,0.5671980120241642,,,1.0,1.0,4.869004045708715e-06
gaussian,1,ERROR,l2,0.0,0.0001,,lbfgs,3000,0.01,Option 'optim iteration limit': value out-of-bounds,,,,,,,
gaussian,1,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,0.01,,50.0,0.03675134596414864,14.0,0.0,1.0,1.0,5.638893955542006e-06
gaussian,1,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,0.01,,50.0,0.03669781098142266,,,1.0,1.0,5.638893955542006e-06
gaussian,1,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,0.01,,50.0,0.02177720400504768,,,1.0,1.0,5.638893955542006e-06
gaussian,1,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,0.01,,100.0,0.05262773099821061,14.0,0.0,1.0,1.0,5.638893955542006e-06
gaussian,1,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,0.01,,100.0,0.0627172109670937,,,1.0,1.0,5.638893955542006e-06
gaussian,1,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,0.01,,100.0,0.021258800057694316,,,1.0,1.0,5.638893955542006e-06
gaussian,1,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,0.01,,200.0,0.035825970000587404,14.0,0.0,1.0,1.0,5.638893955542006e-06
gaussian,1,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,0.01,,200.0,0.03624434000812471,,,1.0,1.0,5.638893955542006e-06
gaussian,1,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,0.01,,200.0,0.04648014099802822,,,1.0,1.0,5.638893955542006e-06
gaussian,1,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,0.01,,500.0,0.07446604408323765,14.0,0.0,1.0,1.0,5.638893955542006e-06
gaussian,1,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,0.01,,500.0,0.04262172896414995,,,1.0,1.0,5.638893955542006e-06
gaussian,1,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,0.01,,500.0,0.02285374200437218,,,1.0,1.0,5.638893955542006e-06
gaussian,1,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,0.01,,800.0,0.037883215001784265,14.0,0.0,1.0,1.0,5.638893955542006e-06
gaussian,1,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,0.01,,800.0,0.05387876299209893,,,1.0,1.0,5.638893955542006e-06
gaussian,1,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,0.01,,800.0,0.04406966594979167,,,1.0,1.0,5.638893955542006e-06
gaussian,1,hybrid(f32→f64),l2,0.0,0.0001,,lbfgs,3000,0.01,,1000.0,0.03803367505315691,14.0,0.0,1.0,1.0,5.638893955542006e-06
gaussian,1,multistage-IR,l2,0.0,0.0001,,lbfgs,3000,0.01,,1000.0,0.03845468594226986,,,1.0,1.0,5.638893955542006e-06
gaussian,1,adaptive-precision,l2,0.0,0.0001,,lbfgs,3000,0.01,,1000.0,0.02205807191785425,,,1.0,1.0,5.638893955542006e-06
