dataset,repeat,approach,penalty,alpha,lambda,solver,max_iter,max_iter_single,tol,time_sec,iters_single,iters_double,roc_auc,pr_auc,logloss
,1,single(f32),l2,0.0,0.001,coord,1000,200,0.0001,0.1459313789382577,1000,,1.0,1.0,0.5032662137604427
,1,double(f64),l2,0.0,0.001,coord,1000,200,0.0001,0.16610997600946575,0,1000.0,1.0,1.0,0.5032662329235845
,1,hybrid(f32→f64),l2,0.0,0.001,coord,1000,200,0.0001,0.2569566919701174,200,1000.0,1.0,1.0,0.5033380815990537
,1,single(f32),l2,0.0,0.001,coord,1000,300,0.0001,0.14845018391497433,1000,,1.0,1.0,0.5032662137604427
,1,double(f64),l2,0.0,0.001,coord,1000,300,0.0001,0.16605073295067996,0,1000.0,1.0,1.0,0.5032662329235845
,1,hybrid(f32→f64),l2,0.0,0.001,coord,1000,300,0.0001,0.2683831660542637,300,1000.0,1.0,1.0,0.5033142974222166
,1,single(f32),l2,0.0,0.001,sparse_cg,1000,200,0.01,0.013643488986417651,1,,1.0,1.0,0.5031921924397834
,1,double(f64),l2,0.0,0.001,sparse_cg,1000,200,0.01,0.01573741203173995,0,1.0,1.0,1.0,0.5031922152455766
,1,hybrid(f32→f64),l2,0.0,0.001,sparse_cg,1000,200,0.01,0.032793237012811005,1,0.0,1.0,1.0,0.5031921924397834
,1,single(f32),l2,0.0,0.001,sparse_cg,1000,300,0.01,0.013810639036819339,1,,1.0,1.0,0.5031921924397834
,1,double(f64),l2,0.0,0.001,sparse_cg,1000,300,0.01,0.017563257017172873,0,1.0,1.0,1.0,0.5031922152455766
,1,hybrid(f32→f64),l2,0.0,0.001,sparse_cg,1000,300,0.01,0.030490603065118194,1,0.0,1.0,1.0,0.5031921924397834
,1,single(f32),l2,0.0,0.001,sparse_cg,1000,200,0.0001,0.014042566996067762,1,,1.0,1.0,0.5031921924397834
,1,double(f64),l2,0.0,0.001,sparse_cg,1000,200,0.0001,0.016297401045449078,0,1.0,1.0,1.0,0.5031922152455766
,1,hybrid(f32→f64),l2,0.0,0.001,sparse_cg,1000,200,0.0001,0.05934155103750527,1,0.0,1.0,1.0,0.5031921924397834
,1,single(f32),l2,0.0,0.001,sparse_cg,1000,300,0.0001,0.027442179969511926,1,,1.0,1.0,0.5031921924397834
,1,double(f64),l2,0.0,0.001,sparse_cg,1000,300,0.0001,0.03491265594493598,0,1.0,1.0,1.0,0.5031922152455766
,1,hybrid(f32→f64),l2,0.0,0.001,sparse_cg,1000,300,0.0001,0.042983599938452244,1,0.0,1.0,1.0,0.5031921924397834
,2,single(f32),l2,0.0,0.01,coord,1000,200,0.01,0.03518748201895505,43,,1.0,1.0,0.5047174645772996
,2,double(f64),l2,0.0,0.01,coord,1000,200,0.01,0.046273175976239145,0,43.0,1.0,1.0,0.5047174737318395
,2,hybrid(f32→f64),l2,0.0,0.01,coord,1000,200,0.01,0.09471420396585017,43,1.0,1.0,1.0,0.5046672403145037
,2,single(f32),l2,0.0,0.01,coord,1000,300,0.01,0.0329463001107797,43,,1.0,1.0,0.5047174645772996
,2,double(f64),l2,0.0,0.01,coord,1000,300,0.01,0.037548320018686354,0,43.0,1.0,1.0,0.5047174737318395
,2,hybrid(f32→f64),l2,0.0,0.01,coord,1000,300,0.01,0.050901158014312387,43,1.0,1.0,1.0,0.5046672403145037
,2,single(f32),l2,0.0,0.01,coord,1000,200,0.0001,0.137578021036461,1000,,1.0,1.0,0.503462518501787
,2,double(f64),l2,0.0,0.01,coord,1000,200,0.0001,0.15379887004382908,0,1000.0,1.0,1.0,0.5034625133458
,2,hybrid(f32→f64),l2,0.0,0.01,coord,1000,200,0.0001,0.2567713790340349,200,1000.0,1.0,1.0,0.5033169740989383
,2,single(f32),l2,0.0,0.01,coord,1000,300,0.0001,0.13678710395470262,1000,,1.0,1.0,0.503462518501787
,2,double(f64),l2,0.0,0.01,coord,1000,300,0.0001,0.1531537709524855,0,1000.0,1.0,1.0,0.5034625133458
,2,hybrid(f32→f64),l2,0.0,0.01,coord,1000,300,0.0001,0.2728436109609902,300,1000.0,1.0,1.0,0.5033057682241412
,2,single(f32),l2,0.0,0.01,sparse_cg,1000,200,0.01,0.01559271290898323,1,,1.0,1.0,0.5033700311351942
,2,double(f64),l2,0.0,0.01,sparse_cg,1000,200,0.01,0.03515714698005468,0,1.0,1.0,1.0,0.5033700375354944
,2,hybrid(f32→f64),l2,0.0,0.01,sparse_cg,1000,200,0.01,0.06352985696867108,1,0.0,1.0,1.0,0.5033700311351942
,2,single(f32),l2,0.0,0.01,sparse_cg,1000,300,0.01,0.027215488022193313,1,,1.0,1.0,0.5033700311351942
,2,double(f64),l2,0.0,0.01,sparse_cg,1000,300,0.01,0.030404180055484176,0,1.0,1.0,1.0,0.5033700375354944
,2,hybrid(f32→f64),l2,0.0,0.01,sparse_cg,1000,300,0.01,0.03191487700678408,1,0.0,1.0,1.0,0.5033700311351942
,2,single(f32),l2,0.0,0.01,sparse_cg,1000,200,0.0001,0.014045206014998257,1,,1.0,1.0,0.5033700311351942
,2,double(f64),l2,0.0,0.01,sparse_cg,1000,200,0.0001,0.016711240052245557,0,1.0,1.0,1.0,0.5033700375354944
,2,hybrid(f32→f64),l2,0.0,0.01,sparse_cg,1000,200,0.0001,0.043492286931723356,1,0.0,1.0,1.0,0.5033700311351942
,2,single(f32),l2,0.0,0.01,sparse_cg,1000,300,0.0001,0.02758574008475989,1,,1.0,1.0,0.5033700311351942
