dataset,repeat,approach,mode,kernel,C,gamma,tol_single,tol_double,buffer_frac,tol_schedule,final_tol,min_rel_drop,time_sec,n_sv,roc_auc,accuracy,iters_single,iters_double,time_stageA,time_stageB,n_sv_stageA,n_used_stageB
gauss,1,double(precise),double(precise),rbf,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.12305812817066908,231,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.0700207301415503,121,1.0,1.0,,,0.06397449318319559,0.0060462369583547115,114.0,483.0
gauss,2,double(precise),double(precise),rbf,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.12300558411516249,231,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.07061229296959937,126,1.0,1.0,,,0.06442018016241491,0.006192112807184458,114.0,483.0
gauss,3,double(precise),double(precise),rbf,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.12074901000596583,231,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.06887269392609596,121,1.0,1.0,,,0.06321000098250806,0.005662692943587899,114.0,483.0
gauss,1,double(precise),double(precise),rbf,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.12054960592649877,231,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.1296035498380661,208,1.0,1.0,,,0.11665052501484752,0.012953024823218584,213.0,577.0
gauss,2,double(precise),double(precise),rbf,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.1851873139385134,231,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.12887198012322187,209,1.0,1.0,,,0.11991908913478255,0.008952890988439322,213.0,577.0
gauss,3,double(precise),double(precise),rbf,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.12313954997807741,231,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11938083311542869,212,1.0,1.0,,,0.11015059216879308,0.009230240946635604,213.0,577.0
gauss,1,double(precise),double(precise),rbf,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.12568571302108467,231,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.1161897738929838,208,1.0,1.0,,,0.10759316105395555,0.00859661283902824,213.0,577.0
gauss,2,double(precise),double(precise),rbf,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.12338015902787447,231,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11906234594061971,209,1.0,1.0,,,0.10996219702064991,0.009100148919969797,213.0,577.0
gauss,3,double(precise),double(precise),rbf,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.12444227514788508,231,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11857884307391942,212,1.0,1.0,,,0.10941860708408058,0.009160235989838839,213.0,577.0
gauss,1,double(precise),double(precise),rbf,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.12949433596804738,231,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11763716815039515,208,1.0,1.0,,,0.10806520702317357,0.009571961127221584,213.0,577.0
gauss,2,double(precise),double(precise),rbf,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.12296462897211313,231,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11692050797864795,209,1.0,1.0,,,0.10675809602253139,0.010162411956116557,213.0,577.0
gauss,3,double(precise),double(precise),rbf,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.12169384001754224,231,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11161005101166666,212,1.0,1.0,,,0.10332611599005759,0.008283935021609068,213.0,577.0
gauss,1,double(precise),double(precise),rbf,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11821867385879159,231,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11360683711245656,208,1.0,1.0,,,0.10500700701959431,0.008599830092862248,213.0,577.0
gauss,2,double(precise),double(precise),rbf,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11810995708219707,231,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11251218197867274,209,1.0,1.0,,,0.10402395902201533,0.00848822295665741,213.0,577.0
gauss,3,double(precise),double(precise),rbf,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11750203906558454,231,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11322748684324324,212,1.0,1.0,,,0.10460196901112795,0.008625517832115293,213.0,577.0
gauss,1,double(precise),double(precise),rbf,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11850120802409947,231,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.06817153515294194,121,1.0,1.0,,,0.06252533197402954,0.005646203178912401,114.0,483.0
gauss,2,double(precise),double(precise),rbf,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11798920319415629,231,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.06758859800174832,126,1.0,1.0,,,0.06165832979604602,0.005930268205702305,114.0,483.0
gauss,3,double(precise),double(precise),rbf,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11758840503171086,231,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.06859684991650283,121,1.0,1.0,,,0.06289633503183722,0.005700514884665608,114.0,483.0
gauss,1,double(precise),double(precise),rbf,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.12205547001212835,231,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11483624996617436,219,1.0,1.0,,,0.10620765690691769,0.008628593059256673,221.0,584.0
gauss,2,double(precise),double(precise),rbf,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11710971011780202,231,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11702808807604015,215,1.0,1.0,,,0.10825368296355009,0.008774405112490058,221.0,584.0
gauss,3,double(precise),double(precise),rbf,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11978145106695592,231,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.12026492180302739,218,1.0,1.0,,,0.11152453697286546,0.008740384830161929,221.0,584.0
gauss,1,double(precise),double(precise),rbf,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.12016576202586293,231,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.12240488384850323,221,1.0,1.0,,,0.1136114178225398,0.008793466025963426,227.0,590.0
gauss,2,double(precise),double(precise),rbf,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11840577586553991,231,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.12752774287946522,219,1.0,1.0,,,0.11807158682495356,0.009456156054511666,227.0,590.0
gauss,3,double(precise),double(precise),rbf,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.1228700599167496,231,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.12242797785438597,222,1.0,1.0,,,0.11343198199756444,0.008995995856821537,227.0,590.0
gauss,1,double(precise),double(precise),rbf,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11891318415291607,231,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.12535853614099324,221,1.0,1.0,,,0.11637821001932025,0.008980326121672988,227.0,590.0
gauss,2,double(precise),double(precise),rbf,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11868412815965712,231,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.12309248489327729,219,1.0,1.0,,,0.11409037606790662,0.00900210882537067,227.0,590.0
gauss,3,double(precise),double(precise),rbf,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11882235598750412,231,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.1242463041562587,222,1.0,1.0,,,0.11526147508993745,0.008984829066321254,227.0,590.0
gauss,1,double(precise),double(precise),rbf,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.12140637007541955,231,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.12373226205818355,221,1.0,1.0,,,0.11476812302134931,0.00896413903683424,227.0,590.0
gauss,2,double(precise),double(precise),rbf,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11851962492801249,231,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.12507241405546665,219,1.0,1.0,,,0.11533199017867446,0.009740423876792192,227.0,590.0
gauss,3,double(precise),double(precise),rbf,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.12227388215251267,231,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,scale,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.1271971899550408,222,1.0,1.0,,,0.11621830589137971,0.010978884063661098,227.0,590.0
gauss,1,double(precise),double(precise),rbf,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11717834998853505,231,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.06676590093411505,121,1.0,1.0,,,0.061292205937206745,0.005473694996908307,114.0,483.0
gauss,2,double(precise),double(precise),rbf,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.15192763414233923,231,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.06679541617631912,126,1.0,1.0,,,0.06083738198503852,0.005958034191280603,114.0,483.0
gauss,3,double(precise),double(precise),rbf,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11689053010195494,231,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.0652844700962305,121,1.0,1.0,,,0.05968872597441077,0.005595744121819735,114.0,483.0
gauss,1,double(precise),double(precise),rbf,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11778214294463396,231,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11305428203195333,208,1.0,1.0,,,0.10460396204143763,0.008450319990515709,213.0,577.0
gauss,2,double(precise),double(precise),rbf,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.12001659208908677,231,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11323478608392179,209,1.0,1.0,,,0.10512347822077572,0.008111307863146067,213.0,577.0
gauss,3,double(precise),double(precise),rbf,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11728481203317642,231,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11188432993367314,212,1.0,1.0,,,0.10348689602687955,0.008397433906793594,213.0,577.0
gauss,1,double(precise),double(precise),rbf,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11579765798524022,231,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11293899593874812,208,1.0,1.0,,,0.10452481498941779,0.00841418094933033,213.0,577.0
gauss,2,double(precise),double(precise),rbf,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11883409414440393,231,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11106935399584472,209,1.0,1.0,,,0.10236168303526938,0.008707670960575342,213.0,577.0
gauss,3,double(precise),double(precise),rbf,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11917702481150627,231,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11226621991954744,212,1.0,1.0,,,0.10362357390113175,0.00864264601841569,213.0,577.0
gauss,1,double(precise),double(precise),rbf,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11746418615803123,231,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.1256080570165068,208,1.0,1.0,,,0.11343367514200509,0.012174381874501705,213.0,577.0
gauss,2,double(precise),double(precise),rbf,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11839667498134077,231,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11146051599644125,209,1.0,1.0,,,0.1031686719506979,0.008291844045743346,213.0,577.0
gauss,3,double(precise),double(precise),rbf,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11765369214117527,231,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11132949101738632,212,1.0,1.0,,,0.10295583214610815,0.008373658871278167,213.0,577.0
gauss,1,double(precise),double(precise),rbf,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11608159495517612,231,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11143512418493629,208,1.0,1.0,,,0.1030758002307266,0.008359323954209685,213.0,577.0
gauss,2,double(precise),double(precise),rbf,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11881129816174507,231,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11100900289602578,209,1.0,1.0,,,0.10257174703292549,0.00843725586310029,213.0,577.0
gauss,3,double(precise),double(precise),rbf,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11610146099701524,231,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,auto,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11472341185435653,212,1.0,1.0,,,0.10634735296480358,0.00837605888955295,213.0,577.0
gauss,1,double(precise),double(precise),rbf,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11583023006096482,231,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.06518200715072453,121,1.0,1.0,,,0.05961122503504157,0.0055707821156829596,114.0,483.0
gauss,2,double(precise),double(precise),rbf,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11420285399071872,231,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.0662103018257767,126,1.0,1.0,,,0.06055498286150396,0.0056553189642727375,114.0,483.0
gauss,3,double(precise),double(precise),rbf,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11693815095350146,231,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.06657088710926473,121,1.0,1.0,,,0.061026642099022865,0.005544245010241866,114.0,483.0
gauss,1,double(precise),double(precise),rbf,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11657749698497355,231,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11934746312908828,219,1.0,1.0,,,0.11062132008373737,0.00872614304535091,221.0,584.0
gauss,2,double(precise),double(precise),rbf,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11720434995368123,231,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11746277404017746,215,1.0,1.0,,,0.10893100500106812,0.00853176903910935,221.0,584.0
gauss,3,double(precise),double(precise),rbf,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.12179170595481992,231,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11824523890390992,218,1.0,1.0,,,0.10909793805330992,0.009147300850600004,221.0,584.0
gauss,1,double(precise),double(precise),rbf,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.11997877899557352,231,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.12277500098571181,221,1.0,1.0,,,0.11370054492726922,0.009074456058442593,227.0,590.0
gauss,2,double(precise),double(precise),rbf,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.1171495032031089,231,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.12204030994325876,219,1.0,1.0,,,0.11312259291298687,0.008917717030271888,227.0,590.0
gauss,3,double(precise),double(precise),rbf,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.12462657084688544,231,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.1302609050180763,222,1.0,1.0,,,0.12152723292820156,0.008733672089874744,227.0,590.0
gauss,1,double(precise),double(precise),rbf,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.13209526613354683,231,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.13373791216872633,221,1.0,1.0,,,0.12415505200624466,0.009582860162481666,227.0,590.0
gauss,2,double(precise),double(precise),rbf,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.1289072409272194,231,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.13394347811117768,219,1.0,1.0,,,0.12497841217555106,0.008965065935626626,227.0,590.0
gauss,3,double(precise),double(precise),rbf,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.12931431410834193,231,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.13580621406435966,222,1.0,1.0,,,0.12682043109089136,0.008985782973468304,227.0,590.0
gauss,1,double(precise),double(precise),rbf,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.14086518110707402,231,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.13318593404255807,221,1.0,1.0,,,0.12385741202160716,0.009328522020950913,227.0,590.0
gauss,2,double(precise),double(precise),rbf,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.12712901993654668,231,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.13040732080116868,219,1.0,1.0,,,0.1215202568564564,0.008887063944712281,227.0,590.0
gauss,3,double(precise),double(precise),rbf,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.12712175585329533,231,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),rbf,1.0,auto,0.001,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.1321166749112308,222,1.0,1.0,,,0.12295633903704584,0.009160335874184966,227.0,590.0
gauss,1,double(precise),double(precise),rbf,4.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.13293318101204932,230,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),rbf,4.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.0753959130961448,124,1.0,1.0,,,0.06913191499188542,0.006263998104259372,114.0,483.0
gauss,2,double(precise),double(precise),rbf,4.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.13052375614643097,230,1.0,1.0,,,,,,
gauss,2,hybrid(SV-refit),hybrid(SV-refit),rbf,4.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.07633722806349397,123,1.0,1.0,,,0.07027813303284347,0.0060590950306504965,114.0,483.0
gauss,3,double(precise),double(precise),rbf,4.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.12911757780238986,230,1.0,1.0,,,,,,
gauss,3,hybrid(SV-refit),hybrid(SV-refit),rbf,4.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.07478155102580786,125,1.0,1.0,,,0.06882768613286316,0.0059538648929446936,114.0,483.0
gauss,1,double(precise),double(precise),rbf,4.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.13091424689628184,230,1.0,1.0,,,,,,
gauss,1,hybrid(SV-refit),hybrid(SV-refit),rbf,4.0,scale,0.01,0.0001,0.05,"(0.02, 0.005, 0.001)",0.0001,0.05,0.13489536405541003,214,1.0,1.0,,,0.12596955406479537,0.008925809990614653,216.0,580.0
